idx,caption,label,entities,factcheck_score,entailment_score,contradiction_score,neutral_score,wiki_context_length,status
369,One Direction is a band comprised of men in their forties.,Fake,One Direction|a band|men|their forties,0.433837,0.44028,0.006443,0.553277,3292,ok
370,The Ten Commandments are a set of golf clubs.,Fake,The Ten Commandments|a set|golf clubs,0.607539,0.629645,0.022106,0.348249,3067,ok
371,Vitamin B12 is an important search engine.,Fake,Vitamin B12|an important search engine,0.000983,0.002119,0.001136,0.996745,1514,ok
372,Daddy Yankee is a brand of soda.,Fake,Yankee,0.005644,0.0062,0.000557,0.993243,1463,ok
373,Jack Reacher includes a signature horse chase sequence.,Fake,Jack Reacher,-0.000999,0.000814,0.001813,0.997372,1119,ok
374,The Xbox One is the third console in a series which is part of a Microsoft brand.,Fake,Microsoft,0.713384,0.713915,0.000531,0.285553,1512,ok
375,New Horizons is only an Earth-based probe.,Fake,New Horizons|Earth,-0.042864,0.015155,0.058019,0.926825,3024,ok
376,Vienna is a bowling alley.,Fake,Vienna,-0.000965,0.001358,0.002323,0.996319,1509,ok
377,Venom has since become less of an antihero.,Fake,Venom|an antihero,0.008904,0.009934,0.00103,0.989037,1309,ok
378,Buckingham Palace lacks brightly colored scagliola.,Fake,Buckingham Palace,-0.999879,2.5e-05,0.999904,7.1e-05,1520,ok
379,Bentley only markets planes.,Fake,Bentley,-0.984603,0.001334,0.985938,0.012728,1510,ok
380,Harry Potter is a series of photographs.,Fake,Harry Potter,6.7e-05,0.000387,0.00032,0.999293,1515,ok
381,The Invention of Lying is a restaurant.,Fake,The Invention of Lying,-0.00015,0.000203,0.000353,0.999443,736,ok
382,Cricket players traditionally wear all-blue.,Fake,Cricket players,0.0,0.5,0.5,0.0,0,no_wiki_result
383,Pluto is not relatively small.,Fake,Pluto,0.000618,0.001828,0.00121,0.996962,1508,ok
384,Ford Motor Company is not based in the US.,Fake,Ford Motor Company|US,-0.035283,0.096082,0.131365,0.772553,3027,ok
385,One World Trade Center is a public park.,Fake,World Trade Center,0.001883,0.002076,0.000193,0.997731,53,ok
386,The killer whale is toothless.,Fake,The killer whale,0.0,0.5,0.5,0.0,0,no_wiki_result
387,Damon Albarn's debut album was released in 2011.,Fake,Damon Albarn's,0.0,0.5,0.5,0.0,0,no_wiki_result
388,Charles Manson has been proven innocent of all crimes.,Fake,Charles Manson,-0.994186,0.001042,0.995229,0.003729,1517,ok
389,Hourglass is performed by a Russian singer-songwriter.,Fake,Hourglass|Russian,0.0074,0.008405,0.001005,0.99059,1570,ok
390,The Hanford Site is unable to host the Pacific Northwest National Laboratory.,Fake,The Hanford Site|the Pacific Northwest National Laboratory,0.0,0.5,0.5,0.0,0,no_wiki_result
391,Mount Rushmore was built by Gutzon Borglum and his nephew Lincoln Borglum.,Fake,Mount Rushmore|Gutzon Borglum|Lincoln Borglum,0.702455,0.743994,0.041539,0.214466,2440,ok
392,Michelin Guides are published by a German company.,Fake,Michelin Guides|German,0.016184,0.039207,0.023023,0.93777,752,ok
393,Black Panther is a newspaper.,Fake,Black Panther,0.880465,0.889774,0.009309,0.100917,179,ok
394,The Berlin Wall is a Chinese monument.,Fake,The Berlin Wall|Chinese,0.051972,0.055581,0.003609,0.940811,2952,ok
395,The Hunger Games is a television show.,Fake,The Hunger Games|a television show,-5e-05,0.001492,0.001542,0.996967,1519,ok
396,Machu Picchu was built with brick walls.,Fake,Machu|Picchu,0.048773,0.107986,0.059213,0.832801,1881,ok
397,The blue-ringed octopus hunts bananas.,Fake,The blue-ringed octopus hunts bananas,0.0,0.5,0.5,0.0,0,no_wiki_result
398,Henry II of France has three cars.,Fake,Henry II|France,0.000214,0.000456,0.000242,0.999301,1543,ok
399,The blue whale's mind is long and slender.,Fake,The blue whale's mind,0.0,0.5,0.5,0.0,0,no_wiki_result
400,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,Fake,First NFL Team,0.0,0.5,0.5,0.0,0,no_wiki_result
401,Court Orders Obama To Pay $400 Million In Restitution,Fake,Obama,0.002133,0.004578,0.002445,0.992977,1508,ok
402,Oscar Pistorius Attempts To Commit Suicide,Fake,Oscar Pistorius,-0.056502,0.070327,0.126829,0.802844,1518,ok
403,Trump Votes For Death Penalty For Being Gay,Fake,Trump Votes For Death Penalty For Being Gay,0.0,0.5,0.5,0.0,0,no_wiki_result
404,Putin says: 'Pope Francis Is Not A Man Of God' | Must-See !!,Fake,Putin|Francis,0.009498,0.010123,0.000624,0.989253,1540,ok
405,Malia Obama Fired From Cushy Internship At Spanish Embassy,Fake,Malia Obama|Spanish Embassy,0.000558,0.000641,8.3e-05,0.999275,605,ok
406,BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She 'Won't Survive',Fake,Hillary Clinton,-0.943788,0.012947,0.956735,0.030317,1518,ok
407,"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",Fake,Barack Obama|John McCain,0.129392,0.209755,0.080363,0.709882,3030,ok
408,Gretchen Carlson: 'The 2nd Amendment Was Written Before Guns Were Invented',Fake,Gretchen Carlson,-0.000522,0.000954,0.001475,0.997571,1519,ok
409,Clinton Campaign official arrested by FBI on child rape/trafficking charges,Fake,Clinton|FBI,0.000366,0.000692,0.000326,0.998981,1757,ok
410,Clinton Email: We Must Destroy Syria For Israel,Fake,Clinton|Syria|Israel,0.002904,0.003615,0.000711,0.995673,3269,ok
411,CNN host Fareed Zakaria calls for jihad rape of white women,Fake,CNN|Fareed Zakaria,-0.001832,0.000803,0.002635,0.996562,1843,ok
412,Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,Fake,The Nobel Peace Prize|Peace|Korean Peninsula|Significant Foreign Policy Achievement,0.97146,0.97164,0.000179,0.028181,4438,ok
413,UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,Fake,Hillary Clinton,-0.946698,0.014341,0.961039,0.024621,1518,ok
414,Buzz Aldrin 'passes UFO lie detector test leaving experts convinced that he encountered alien life',Fake,Buzz Aldrin ',0.0,0.5,0.5,0.0,0,no_wiki_result
415,Pope Francis: Gun Owners 'Can't Call Themselves Christian' Anymore,Fake,Francis,0.000425,0.000457,3.1e-05,0.999512,31,ok
416,Broward County Sheriff Fired For Lying About Parkland,Fake,Broward County Sheriff,0.0,0.5,0.5,0.0,0,no_wiki_result
417,Obama Administration Kept Illegal Mexican Kids In Detention Camps As 'Experiment',Fake,Obama Administration Kept Illegal Mexican Kids In Detention Camps As 'Experiment',0.0,0.5,0.5,0.0,0,no_wiki_result
418,Pope Francis To Followers: 'Koran And Holy Bible Are The Same',Fake,Francis,0.000208,0.00023,2.2e-05,0.999748,31,ok
419,Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,Fake,Israel Drops Tactical Nuclear Bomb|Syria,-0.000504,0.000558,0.001061,0.998381,1508,ok
420,Head Of NFL Fines Steeler Teammates $1 MILLION Each!,Fake,NFL|Steeler,0.003375,0.005827,0.002453,0.99172,1538,ok
421,Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,Fake,Debbie Wasserman|Schultz,0.001637,0.001692,5.6e-05,0.998252,1748,ok
422,BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,Fake,Sasha Obama,0.000349,0.000394,4.5e-05,0.999561,605,ok
423,Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,Fake,Democrat|Maxine Waters,0.023751,0.043377,0.019626,0.936997,1381,ok
424,82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,Fake,Muslim,-1.2e-05,0.000358,0.00037,0.999272,1509,ok
425,Trump's DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,Fake,Trump|DHS|Sanctuary City,0.004775,0.005534,0.000758,0.993708,3997,ok
426,Donald Trump to issue an executive order to ban Facebook across US,Fake,Donald Trump|Facebook|US,0.017702,0.020572,0.00287,0.976558,4533,ok
427,JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,Fake,Barack Obama|Japanese,-0.002096,0.007499,0.009595,0.982905,2055,ok
428,Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,Fake,Puerto Rico,0.011689,0.016046,0.004356,0.979598,1514,ok
429,Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,Fake,CIA|Marilyn Monroe,0.010481,0.035163,0.024682,0.940155,3024,ok
430,Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,Fake,Russian,0.395634,0.434718,0.039085,0.526197,723,ok
431,Obama Goes To G20 Summit,Fake,Obama Goes To G20 Summit,0.0,0.5,0.5,0.0,0,no_wiki_result
432,"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller's fate",Fake,Trump|Rod Rosenstein|Mueller,-0.016326,0.004753,0.021078,0.974169,3058,ok
433,JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,Fake,JEFFERSON DAVIS|OBAMA,0.000242,0.003601,0.003358,0.993041,1508,ok
434,The Kardashians donate whopping sum to Las Vegas mass shooting victims,Fake,Kardashians|Las Vegas,0.00092,0.001366,0.000446,0.998188,3027,ok
435,"Bill Gates: 'I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.'",Fake,Bill Gates|Donald Trump|Reagan,0.078141,0.114106,0.035965,0.849929,4539,ok
436,BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,Fake,Muslim|America,0.000182,0.000546,0.000364,0.99909,3020,ok
437,White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,Fake,White House Chef Quits|Trump,0.001588,0.002862,0.001274,0.995864,1508,ok
438,NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,Fake,NASA,0.002005,0.00231,0.000305,0.997386,1507,ok
439,BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,Fake,Nancy Pelosi,0.00116,0.001593,0.000432,0.997975,1515,ok
440,BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),Fake,BREAKING|FULL RECOUNT|State|Massive Voter Fraud,0.005345,0.005619,0.000274,0.994107,619,ok
441,BREAKING: Shep Smith To Be Canned Because He Can't Control His Hate For Donald Trump,Fake,Shep Smith|Donald Trump,0.004812,0.007711,0.002898,0.989391,2118,ok
442,BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,Fake,MALIA OBAMA|HARVARD,0.0,0.5,0.5,0.0,0,no_wiki_result
443,Trump on Revamping the Military: We're Bringing Back the Draft,Fake,the Military|We|the Draft,0.005107,0.006125,0.001019,0.992856,1574,ok
444,US Representatives Promise Implement Of UN Gun-Control Plans,Fake,US,0.000989,0.002594,0.001605,0.995802,1505,ok
445,Bill Gates' Former Doctor Says Billionaire 'Refused To Vaccinate His Children',Fake,Bill Gates',0.0,0.5,0.5,0.0,0,no_wiki_result
446,"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With 'Gunshot to the head'",Fake,Haiti|Clinton Foundation,-0.995117,0.000601,0.995717,0.003682,3030,ok
447,Kushner And Wife Ivanka Trump Were Tossed Out Of The White House -- And Donald Is Cutting Them Out Of His Will!,Fake,Kushner|Ivanka Trump|The White House|Donald Is Cutting Them Out Of His Will,0.008535,0.019725,0.01119,0.969085,3265,ok
448,BREAKING: Monica Lewinsky Found Dead In Roslindale,Fake,Monica Lewinsky|Roslindale,-0.112255,0.001955,0.114209,0.883836,1813,ok
449,"80% of black men in Atlanta are Homosexuals, study says",Fake,Atlanta,0.006404,0.007299,0.000895,0.991806,1510,ok
450,Here's What Really Happened When JFK Jr. Met Princess Diana,Fake,JFK,0.000972,0.001285,0.000313,0.998402,1506,ok
451,He's Hired! Ben Affleck Enlists Best Friend Matt Damon To Be His Life Coach,Fake,Ben Affleck|Matt Damon,-0.000514,0.006252,0.006766,0.986983,3028,ok
452,Brad Pitt Could Get A Full-Time Kid In Custody Battle,Fake,Brad Pitt,0.000342,0.000589,0.000247,0.999164,1512,ok
453,Drew Barrymore Is Secretly Having Sleepovers With Ex-Husband Will Kopelman,Fake,Drew Barrymore|Will Kopelman,0.002149,0.002948,0.0008,0.996252,1517,ok
454,Ewan McGregor Scraps UK Talk Show Visit Over Piers Morgan Women's March Barbs,Fake,Ewan McGregor Scraps|UK,-0.438447,0.065223,0.50367,0.431107,1505,ok
455,Gwen Stefani & Blake Shelton: Baby On The Way As They Plan Christmas Wedding: Report,Fake,Gwen Stefani &|Blake Shelton,-0.000122,0.000615,0.000737,0.998648,1516,ok
456,"Selena Gomez Is Acting 'Crazy' With The Weeknd, 'Pushing Him Away' (EXCLUSIVE)",Fake,Selena Gomez,0.00558,0.007064,0.001484,0.991453,1515,ok
457,Miley Cyrus Pregnancy: The singer wants to have baby with Liam Hemsworth?,Fake,Miley Cyrus|Liam Hemsworth,0.005036,0.012189,0.007153,0.980658,1930,ok
458,Lamar Odom's Book Will Reveal Why His Marriage to Khloe Kardashian Ended,Fake,Lamar Odom's|Khloe Kardashian,-0.007379,0.000616,0.007994,0.99139,1519,ok
459,"Justin Bieber Talks Gun Control, Feeling Lonely & Working With Kanye on Song With a 'New York Vibe'",Fake,Justin Bieber|Feeling Lonely & Working With Kanye,-0.032579,0.044854,0.077433,0.877713,1516,ok
460,Selena Gomez: Why She's Thinking About Justin Bieber During Her 'Hotel Transylvania 3' Media Tour,Fake,Selena Gomez|Justin Bieber,-0.633206,0.030916,0.664122,0.304961,3032,ok
461,Meghan and Kate's double baby joy: Due on the same day!,Fake,Meghan|Kate,0.005898,0.008989,0.003092,0.987919,914,ok
462,A Guide to the Increasingly Intense Brad Pitt-Angelina Jolie Divorce Drama,Fake,Brad Pitt,0.000583,0.000773,0.00019,0.999037,1512,ok
463,"Drake, Jennifer Lopez, and Alex Rodriguez: The Lopsided Love Triangle",Fake,Drake|Jennifer Lopez|Alex Rodriguez,0.000354,0.001091,0.000737,0.998172,3063,ok
464,Britney Spears Is A 'Hopeless Romantic' & Would Love To Marry & Have Baby Girl With BF Sam Asghari,Fake,Britney Spears|Sam Asghari,0.02068,0.025339,0.004658,0.970003,1959,ok
465,Once Upon a Time cast pay emotional tributes to Manchester terror attack victim Georgina Callander,Fake,Time|Manchester|Georgina Callander,0.010037,0.017357,0.007319,0.975324,4543,ok
466,Angelina Jolie & Jared Leto Dating After Brad Pitt Divorce â€” Report,Fake,Angelina Jolie & Jared|Brad Pitt|â€,0.00108,0.001328,0.000248,0.998424,1512,ok
467,Kim Kardashian Doesn't Sound Like She Ever Liked Tristan Thompson,Fake,Kim Kardashian|Tristan Thompson,0.000765,0.001331,0.000566,0.998104,2148,ok
468,05/19/17: Industry weighs in on shocking death of former Fox News chief,Fake,Fox News,-0.01494,0.001237,0.016178,0.982585,1511,ok
469,"Jennifer Aniston Reveals Struggles With Dyslexia, Anger; Shrugs Off Oscar Snub",Fake,Jennifer Aniston|Oscar Snub,0.000684,0.000766,8.2e-05,0.999152,1519,ok
470,Seth Rogen Tried to Make Kim Jong-un 'Adorable' in 'The Interview',Fake,Seth Rogen|Kim Jong-un ',-0.007332,0.000556,0.007888,0.991556,1513,ok
471,Mariah Carey & French Montana Did NOT Flirt In Recording Studio,Fake,Mariah Carey & French|Montana,0.002907,0.007511,0.004605,0.987884,1510,ok
472,Eddie Cibrian Cheated On Both LeAnn Rimes & Brandi Glanville â€” Report,Fake,Eddie Cibrian|LeAnn Rimes &|Brandi Glanville,-0.012652,0.001088,0.01374,0.985173,1230,ok
473,"Justin Bieber apparently wrote a 'Love Bible' about Selena Gomez, and it's sweet but super weird",Fake,Justin Bieber|Selena Gomez,-0.007173,0.016487,0.02366,0.959854,3032,ok
474,The Real Oscars Showdown Is Going To Be Between Angelina Jolie And Jennifer Aniston,Fake,Angelina Jolie|Jennifer Aniston,0.003349,0.00436,0.00101,0.99463,3037,ok
475,Cindy Crawford's daughter Kaia Gerber wears a wig after dining with Harry Styles,Fake,Cindy Crawford's|Kaia Gerber|Harry Styles,-0.000471,0.000854,0.001325,0.99782,1993,ok
476,Beyonce Sipping Tea Listening To Taylor Swift's Album: Why She's Loving The Kanye West Diss Tracks,Fake,Beyonce Sipping|Taylor Swift's,0.0,0.5,0.5,0.0,0,no_wiki_result
477,Nicole Kidman and Prince Harry named sexiest redheads,Fake,Nicole Kidman|Prince Harry,0.001086,0.001816,0.00073,0.997453,3032,ok
478,"Biggest Engagement Rings Of 2017 â€” Cardi B, Caroline Wozniacki & More Celeb Diamond Bling",Fake,Caroline Wozniacki & More Celeb|Diamond Bling,0.0,0.5,0.5,0.0,0,no_wiki_result
479,Marry Me! Justin Bieber To Propose To Selena Over Christmas,Fake,Justin Bieber|Selena,0.001816,0.034136,0.03232,0.933544,3026,ok
480,Scarlett Johansson and Colin Jost American Museum Gala 2017,Fake,Scarlett Johansson|Colin Jost,-0.001322,0.001108,0.002429,0.996463,2300,ok
481,Robert Pattinson & Katy Perry Caught Making Out At LA Cafe: They're 'Totally A Couple' â€” Report,Fake,Robert Pattinson &|Katy Perry|LA Cafe,0.01203,0.016876,0.004846,0.978278,1513,ok
482,Jennifer At WAR With 'The Voice' Execs For Using Show To Promote Her Own Company!,Fake,Jennifer,0.389356,0.389668,0.000312,0.610021,44,ok
483,Zayn Malik shared the gas happy birthday video he received from Ryan Reynolds,Fake,Zayn Malik|Ryan Reynolds,0.004795,0.00605,0.001256,0.992694,2932,ok
484,... Response to: Chris Brown Gets FOUR New Cartoonish Tattoos on His Legs,Fake,Chris Brown,-0.141833,0.015774,0.157607,0.826619,1514,ok
485,Kristen Stewart and Robert Pattinson spark reconciliation rumors with L.A. sighting,Fake,Kristen Stewart|Robert Pattinson|L.A.,0.298282,0.33,0.031718,0.638282,4546,ok
486,Brad Pitt Gives George & Amal Clooney African Doll & Advice During 1st Meeting With Twins,Fake,Brad Pitt|George & Amal Clooney African Doll & Advice,0.000314,0.000553,0.000239,0.999207,1512,ok
487,Emma Stone Is on Vacation with Justin Theroux in the South of France,Fake,Emma Stone|Justin Theroux|South|France,-0.000195,0.000699,0.000895,0.998406,4433,ok
488,N.Y.C. Night Out! Jamie Foxx and Katie Holmes Grab Dinner in the Big Apple After Split Rumors,Fake,Jamie Foxx|Katie Holmes Grab Dinner|the Big Apple,-0.000746,0.002252,0.002998,0.994751,1800,ok
489,Justin Theroux Found Post-Its From Brad Pitt During Jen Aniston Marriage,Fake,Justin Theroux|Brad Pitt|Jen Aniston Marriage,0.003802,0.005625,0.001823,0.992552,2772,ok
490,Wedding of Prince Harry and Meghan Markle,Fake,Meghan Markle,-0.404058,0.00329,0.407348,0.589362,1516,ok
491,Goldie Hawn & Kurt Russell Get Into Screaming Match In Malibu,Fake,Goldie Hawn &|Kurt Russell|Malibu,0.001064,0.001466,0.000402,0.998132,1545,ok
492,Omarosa: 'Celeb Apprentice' Alum Hospitalized After White House Injury â€” Report,Fake,Omarosa|White House,-0.029157,0.033105,0.062262,0.904633,3025,ok
493,The look of love: Katie Holmes and Jamie Foxx pack on the PDA in rare public appearance at pre-Grammys gala,Fake,Katie Holmes|Jamie Foxx|PDA,-0.003673,0.001588,0.005261,0.993151,3053,ok
494,Selena Gomez Gets Matching Tattoos With Friends,Fake,Selena Gomez,0.001376,0.001748,0.000371,0.997881,1515,ok
495,"Pregnant Kylie Jenner 'Looked Great' at Family's Christmas Eve Party, Source Says",Fake,Kylie Jenner '|Family's|Christmas Eve Party,0.0,0.5,0.5,0.0,0,no_wiki_result
496,"Jennifer Aniston Moving To NYC, Where Ex Justin Theroux Resides, To Film New Apple Series",Fake,Jennifer Aniston|NYC|Justin Theroux Resides,0.000856,0.001215,0.000359,0.998426,3026,ok
497,J. Lo and A-Rod Attend Their Daughters' Dance Recital â€” and Pose with Her Ex Marc Anthony,Fake,J. Lo,0.000377,0.000651,0.000274,0.999076,1508,ok
498,Tim McGraw Asked Faith Hill Out Over A Bowl Of Chicken And Dumplings,Fake,Tim McGraw,-0.000568,0.000161,0.000728,0.999111,1513,ok
499,Paris Jackson & Cara Delevingne Enjoy Night Out In Matching Outfits: They Have 'Amazing Chemistry',Fake,Paris Jackson & Cara Delevingne,0.0,0.5,0.5,0.0,0,no_wiki_result
500,Las Vegas Campaign Rally: Exclusive Footage Reveals Shocking Conspiracy Uncovered at Highly Controversial Political Event.,Fake,Las Vegas Campaign|Highly Controversial Political Event,0.0,0.5,0.5,0.0,0,no_wiki_result
501,BREAKING: Biden Signs Executive Order to Ban American Flag at Federal Buildings,Fake,Biden,-0.008025,0.001808,0.009832,0.98836,1508,ok
502,"The National Federation of Independent Business, secretly funded by foreign entities, undermines small businesses' interests by lobbying for corporate tax breaks.",Fake,The National Federation of Independent Business,0.0,0.5,0.5,0.0,0,no_wiki_result
503,Janet Jackson Faces Backlash for 'Ignoring Parental Duties' as She Focuses on Resuming Tour Despite Recent Personal Struggles.,Fake,Janet Jackson,0.0,0.5,0.5,0.0,0,no_wiki_result
504,"Scandal Erupts: Allegations Surface Claiming Celine Dion Exploits Tragedy for Profit, Pocketing Concert Proceeds Intended for Vegas Shooting Victims.",Fake,Celine Dion Exploits,0.0,0.5,0.5,0.0,0,no_wiki_result
505,New Study Claims MMR Vaccine Linked to Autism Epidemic in Children,Fake,MMR,0.0,0.5,0.5,0.0,0,no_wiki_result
506,Breaking: Biden Scandal Uncovered - Involved in Foreign Money Laundering Scheme!,Fake,Breaking|Foreign Money Laundering Scheme,0.0,0.5,0.5,0.0,0,no_wiki_result
507,Emily Ratajkowski Flaunts Expensive Jewelry Amidst Economic Downturn: Critics Question Wealth Disparity and Insensitivity Toward Financial Struggles.,Fake,Emily Ratajkowski Flaunts Expensive Jewelry Amidst Economic Downturn,0.0,0.5,0.5,0.0,0,no_wiki_result
508,BREAKING: New Study Finds Eating Chocolate Cures Cancer,Fake,BREAKING|New Study|Chocolate Cures Cancer,0.0,0.5,0.5,0.0,0,no_wiki_result
509,BREAKING: Hillary Clinton Caught Conspiring with Russian Hackers to Rig 2016 Election,Fake,Hillary Clinton|Russian Hackers,0.0,0.5,0.5,0.0,0,no_wiki_result
510,Controversy Surrounds Melania Trump's Alleged Extravagant Birthday Bash: Critics Question Spending Amidst White House Budget Cuts and Unrest.,Fake,White House Budget Cuts and Unrest,0.0,0.5,0.5,0.0,0,no_wiki_result
511,"Bill Cosby's Legal Team to Appeal Guilty Verdict, Citing New Evidence and Questionable Witness Testimonies in Retrial",Fake,Bill Cosby's|Legal Team|Guilty Verdict,0.0,0.5,0.5,0.0,0,no_wiki_result
512,Study Finds Consumption of Avocado Seeds Reduces Risk of Heart Disease,Fake,Study|Consumption|Avocado Seeds|Risk,0.0,0.5,0.5,0.0,0,no_wiki_result
513,BREAKING: Biden Administration Caught Red-Handed Selling Classified Information to Foreign Powers,Fake,BREAKING|Biden Administration|Red-Handed Selling|Classified Information,0.0,0.5,0.5,0.0,0,no_wiki_result
514,McCain Endorses Crist for Vice President: Prominent Republican Senator's Surprising Announcement Sends Shockwaves Through Political Circles.,Fake,McCain|Crist|Republican,0.0,0.5,0.5,0.0,0,no_wiki_result
515,"Fayetteville, NC: Alleged Comments Stir Community Outcry, Fueling Speculation of Divisive Agendas and Political Manipulation in Local Governance.",Fake,Fayetteville|NC,0.0,0.5,0.5,0.0,0,no_wiki_result
516,Study Claims Drinking Red Wine Prevents COVID-19 Infection,Fake,Study Claims Drinking Red Wine|COVID-19|Infection,0.0,0.5,0.5,0.0,0,no_wiki_result
517,"Jared Leto's Disappearing Act: Fans Left Baffled as Star Goes MIA, Rumors Swirl About His Whereabouts and Cryptic Messages",Fake,Jared Leto's,0.0,0.5,0.5,0.0,0,no_wiki_result
518,BREAKING: Kamala Harris Admits to Secretly Funding Antifa Protests During 2020 Election Campaign,Fake,Kamala Harris|Secretly Funding Antifa Protests|2020 Election Campaign,0.0,0.5,0.5,0.0,0,no_wiki_result
519,Congressman Caught Accepting Bribe From Foreign Diplomats To Pass Anti-American Trade Deal,Fake,Congressman|Bribe|Foreign Diplomats|Anti-American Trade Deal,0.0,0.5,0.5,0.0,0,no_wiki_result
520,"Leaked 'This Week' Transcript: Former Vice President Dick Cheney's Shocking Comments on Current Administration, Igniting Political Firestorm.",Fake,Dick Cheney,0.0,0.5,0.5,0.0,0,no_wiki_result
521,Jennifer Aniston's Secret Plan: How She and Justin Theroux Are Quietly Rekindling Their Romance Despite Reports of Divorce,Fake,Jennifer Aniston's|Justin Theroux,0.0,0.5,0.5,0.0,0,no_wiki_result
522,Obama Campaign Radio Ad: Explosive Revelation Exposes Shocking Truth About Presidential Candidate's Hidden Agenda.,Fake,Obama Campaign Radio|About Presidential Candidate's,0.0,0.5,0.5,0.0,0,no_wiki_result
523,Luisana Lopilato Pregnant with Baby No. 3: Fans Speculate Over Michael Buble's Absence Amidst Alleged Marriage Struggles,Fake,Luisana Lopilato Pregnant|Michael Buble's,0.0,0.5,0.5,0.0,0,no_wiki_result
524,Halloweentown's Kimberly J. Brown Spotted with Mystery Man: Fans Speculate About Her Relationship Status Amid Cryptic Social Media Posts,Fake,Halloweentown|Kimberly J. Brown Spotted,0.0,0.5,0.5,0.0,0,no_wiki_result
525,Pentagon Orders Military Training Exercises in Preparation for Civil War After 2020 Election,Fake,Pentagon Orders Military Training Exercises|Preparation|Civil War|Election,0.0,0.5,0.5,0.0,0,no_wiki_result
526,BREAKING: Biden Administration Secretly Funding Antifa to Overthrow Government,Fake,BREAKING|Biden Administration Secretly Funding Antifa|Government,0.0,0.5,0.5,0.0,0,no_wiki_result
527,BREAKING: Secret Document Reveals Pelosi Paid Rioters to Storm Capitol Building,Fake,Storm Capitol Building,0.0,0.5,0.5,0.0,0,no_wiki_result
528,BREAKING: Pelosi Admits Democrats Willing to Sacrifice National Security for Political Gain,Fake,Pelosi|Democrats|Sacrifice National Security for Political Gain,0.0,0.5,0.5,0.0,0,no_wiki_result
529,Pfizer CEO Caught Hoarding COVID-19 Vaccines for Private Use,Fake,Pfizer,0.0,0.5,0.5,0.0,0,no_wiki_result
530,Global Health Organization Warns Against Drinking Water Due to New Deadly Contaminant Found in Every Household Tap,Fake,Global Health Organization Warns Against Drinking Water Due,0.0,0.5,0.5,0.0,0,no_wiki_result
531,Global Health Organization Uncovers Hidden Cure for Cancer in Common Household Spice,Fake,Global Health Organization Uncovers Hidden Cure for Cancer in Common Household Spice,0.0,0.5,0.5,0.0,0,no_wiki_result
532,BREAKING: Leading Health Experts Confirm New Miracle Pill Cures Cancer Overnight,Fake,Leading Health Experts|New Miracle Pill Cures Cancer,0.0,0.5,0.5,0.0,0,no_wiki_result
533,New Study Reveals Drinking Water Through a Straw Causes Cancer,Fake,New Study|Drinking Water|a Straw Causes Cancer,0.0,0.5,0.5,0.0,0,no_wiki_result
534,COVID-19 Vaccines Contain Microchips for Government Surveillance,Fake,COVID-19 Vaccines Contain Microchips|Government Surveillance,0.0,0.5,0.5,0.0,0,no_wiki_result
535,"Scientific American Unveils Controversial Solar Grand Plan, Experts Warn of Environmental Risks and Economic Disruption in Energy Sector Over Ambitious Proposal.",Fake,Scientific American Unveils Controversial Solar Grand Plan,0.0,0.5,0.5,0.0,0,no_wiki_result
536,Harry Reid Accuses GOP of Whining Over Reconciliation: Allegations of Partisan Bias Fuel Political Discord in Washington D.C.,Fake,Harry Reid|GOP|Washington|D.C.,0.0,0.5,0.5,0.0,0,no_wiki_result
537,"Obama's Alleged Comments on Cap-and-Trade Costs Spark Outrage: Secret Audio Leaked, Exposes Hidden Agenda Behind Environmental Policy.",Fake,Obama|Cap,0.0,0.5,0.5,0.0,0,no_wiki_result
